Project,Sample Year,Observation Date,District,Sub District,Location,ASLProjectType,Gear,Mesh,Period,Run,Sex Determination Method,Card No,Fish Num,Sex,Length,Length Type,Age Fresh,Age Salt,Total Age,Age Error,Aging Structure
Kogrukluk River Escapement,2017,7/24/2017,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,31,7,male,557,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2017,7/24/2017,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,31,8,male,586,Mid-eye to fork of tail,,,,Regenerated,scale
Kogrukluk River Escapement,2018,7/7/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,1,1,male,838,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/7/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,1,2,male,673,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/7/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,1,3,male,519,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/7/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,1,4,female,871,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/7/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,1,5,male,738,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/8/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,2,1,male,706,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/8/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,2,2,male,615,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/8/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,2,3,male,786,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/8/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,2,4,male,799,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/8/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,2,5,male,791,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/8/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,2,6,male,642,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/8/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,2,7,male,573,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/13/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,3,1,female,753,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/13/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,3,2,male,766,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/13/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,3,3,female,792,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/13/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,3,4,male,381,Mid-eye to fork of tail,1,1,3,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,1,male,686,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,2,female,744,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,3,male,756,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,4,female,906,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,5,male,618,Mid-eye to fork of tail,,,,Illegible,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,6,female,834,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,7,male,774,Mid-eye to fork of tail,,,,Illegible,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,8,male,528,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,9,female,781,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,4,10,female,856,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,1,male,601,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,2,male,584,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,3,female,770,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,4,female,827,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,5,male,695,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,6,male,654,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,7,male,641,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,8,male,781,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,9,male,681,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/14/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,5,10,male,456,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,1,unknown,,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,2,unknown,,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,3,unknown,,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,4,unknown,,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,5,unknown,,Mid-eye to fork of tail,,,,Absorbed,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,6,unknown,,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,7,unknown,,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/15/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,6,8,unknown,,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/16/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,7,1,male,531,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/16/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,7,2,female,751,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/16/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,7,3,male,679,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/16/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,7,4,male,602,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/16/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,7,5,female,710,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/16/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,7,6,male,473,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/16/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,7,7,male,524,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,1,male,451,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,2,female,852,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,3,male,542,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,4,female,794,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,5,male,642,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,6,male,599,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,7,male,490,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,8,female,751,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,9,female,774,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,8,10,male,561,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,9,1,male,661,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,9,2,male,591,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,9,3,male,419,Mid-eye to fork of tail,1,1,3,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,9,4,male,530,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,9,5,male,362,Mid-eye to fork of tail,,1,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,9,6,male,379,Mid-eye to fork of tail,1,1,3,,scale
Kogrukluk River Escapement,2018,7/17/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,9,7,male,634,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/18/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,10,1,male,578,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/18/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,10,2,male,577,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/18/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,10,3,male,671,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/18/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,10,4,male,476,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2018,7/18/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,10,5,female,818,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/18/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,10,6,male,569,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/19/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,11,1,female,848,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/19/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,11,2,male,733,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/19/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,11,3,male,647,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/19/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,11,4,male,566,Mid-eye to fork of tail,,,,Missing,scale
Kogrukluk River Escapement,2018,7/19/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,11,5,female,881,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/19/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,11,6,male,768,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/19/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,11,7,male,379,Mid-eye to fork of tail,,1,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,1,male,909,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,2,male,573,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,3,female,829,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,4,female,845,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,5,female,786,Mid-eye to fork of tail,,,,Illegible,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,6,female,829,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,7,male,789,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,8,female,806,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,9,female,724,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,12,10,female,864,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,1,female,811,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,2,male,539,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,3,female,834,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,4,male,744,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,5,male,619,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,6,female,761,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,7,male,591,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,8,female,812,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,9,male,734,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,13,10,male,703,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,14,1,male,546,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,14,2,male,532,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,14,3,male,498,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,14,4,male,568,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/20/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,14,5,male,459,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/21/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,15,1,female,714,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/21/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,15,2,male,664,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/21/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,15,3,male,556,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/21/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,15,4,male,771,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/21/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,15,5,female,839,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/23/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,16,1,male,602,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/23/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,16,2,male,649,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/23/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,16,3,male,406,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/23/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,16,4,female,814,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/23/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,16,5,male,559,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/23/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,16,6,male,561,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/23/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,16,7,male,344,Mid-eye to fork of tail,1,1,3,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,1,male,381,Mid-eye to fork of tail,1,1,3,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,2,male,489,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,3,male,551,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,4,male,726,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,5,male,601,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,6,female,704,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,7,male,620,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,8,male,636,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,9,male,734,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,17,10,male,601,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,18,1,male,516,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,18,2,male,531,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,18,3,male,713,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,18,4,male,453,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/24/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,18,5,male,637,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,1,female,735,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,2,male,752,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,3,male,584,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,4,female,712,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,5,male,751,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,6,female,899,Mid-eye to fork of tail,1,4,6,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,7,female,766,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,8,male,794,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,9,male,730,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,19,10,female,796,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,20,1,female,826,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,20,2,male,558,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,20,3,female,718,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/25/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,20,4,male,495,Mid-eye to fork of tail,1,2,4,,scale
Kogrukluk River Escapement,2018,7/26/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,21,1,male,614,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/26/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,21,2,female,733,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/26/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,21,3,female,714,Mid-eye to fork of tail,1,3,5,,scale
Kogrukluk River Escapement,2018,7/26/2018,Kuskokwim,,Kogrukluk River,Escapement,Weir,,,Single Run,External,21,4,male,534,Mid-eye to fork of tail,1,2,4,,scale
