Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count,Run
Chena River Escapement,,,2003,07/26,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2004,06/23,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2004,06/24,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2004,06/25,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2004,06/26,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2004,06/27,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2004,06/28,Chena River,Chinook,84,84,Single Run
Chena River Escapement,,,2004,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2004,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2004,07/01,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2004,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2004,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2004,07/04,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2004,07/05,Chena River,Chinook,240,240,Single Run
Chena River Escapement,,,2004,07/06,Chena River,Chinook,816,816,Single Run
Chena River Escapement,,,2004,07/07,Chena River,Chinook,432,432,Single Run
Chena River Escapement,,,2004,07/08,Chena River,Chinook,225,225,Single Run
Chena River Escapement,,,2004,07/09,Chena River,Chinook,330,330,Single Run
Chena River Escapement,,,2004,07/10,Chena River,Chinook,294,294,Single Run
Chena River Escapement,,,2004,07/11,Chena River,Chinook,570,570,Single Run
Chena River Escapement,,,2004,07/12,Chena River,Chinook,1032,1032,Single Run
Chena River Escapement,,,2004,07/13,Chena River,Chinook,990,990,Single Run
Chena River Escapement,,,2004,07/14,Chena River,Chinook,618,618,Single Run
Chena River Escapement,,,2004,07/15,Chena River,Chinook,522,522,Single Run
Chena River Escapement,,,2004,07/16,Chena River,Chinook,480,480,Single Run
Chena River Escapement,,,2004,07/17,Chena River,Chinook,549,549,Single Run
Chena River Escapement,,,2004,07/18,Chena River,Chinook,366,366,Single Run
Chena River Escapement,,,2004,07/19,Chena River,Chinook,480,480,Single Run
Chena River Escapement,,,2004,07/20,Chena River,Chinook,207,207,Single Run
Chena River Escapement,,,2004,07/21,Chena River,Chinook,234,234,Single Run
Chena River Escapement,,,2004,07/22,Chena River,Chinook,264,264,Single Run
Chena River Escapement,,,2004,07/23,Chena River,Chinook,216,216,Single Run
Chena River Escapement,,,2004,07/24,Chena River,Chinook,88,88,Single Run
Chena River Escapement,,,2004,07/25,Chena River,Chinook,126,126,Single Run
Chena River Escapement,,,2004,07/26,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2004,07/27,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,2004,07/28,Chena River,Chinook,82,82,Single Run
Chena River Escapement,,,2004,07/29,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2004,07/30,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,2004,07/31,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2004,08/01,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2005,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/01,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,2005,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/06,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/08,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/09,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/10,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/11,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/12,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/13,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/14,Chena River,Chinook,7,7,Single Run
Chena River Escapement,,,2005,07/15,Chena River,Chinook,53,53,Single Run
Chena River Escapement,,,2005,07/16,Chena River,Chinook,99,99,Single Run
Chena River Escapement,,,2005,07/17,Chena River,Chinook,57,57,Single Run
Chena River Escapement,,,2005,07/18,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,2005,07/19,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/20,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/21,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/22,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/23,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/24,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2005,07/25,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/26,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2005,07/27,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2005,07/28,Chena River,Chinook,48,48,Single Run
Chena River Escapement,,,2005,07/29,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2005,07/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,07/31,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,08/01,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,08/02,Chena River,Chinook,12,12,Single Run
Chena River Escapement,,,2005,08/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2005,08/04,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2006,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/01,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/06,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2006,07/07,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,2006,07/08,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/09,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/10,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/11,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/12,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,07/13,Chena River,Chinook,105,105,Single Run
Chena River Escapement,,,2006,07/14,Chena River,Chinook,179,179,Single Run
Chena River Escapement,,,2006,07/15,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2006,07/16,Chena River,Chinook,132,132,Single Run
Chena River Escapement,,,2006,07/17,Chena River,Chinook,240,240,Single Run
Chena River Escapement,,,2006,07/18,Chena River,Chinook,132,132,Single Run
Chena River Escapement,,,2006,07/19,Chena River,Chinook,240,240,Single Run
Chena River Escapement,,,2006,07/20,Chena River,Chinook,150,150,Single Run
Chena River Escapement,,,2006,07/21,Chena River,Chinook,210,210,Single Run
Chena River Escapement,,,2006,07/22,Chena River,Chinook,306,306,Single Run
Chena River Escapement,,,2006,07/23,Chena River,Chinook,222,222,Single Run
Chena River Escapement,,,2006,07/24,Chena River,Chinook,234,234,Single Run
Chena River Escapement,,,2006,07/25,Chena River,Chinook,198,198,Single Run
Chena River Escapement,,,2006,07/26,Chena River,Chinook,162,162,Single Run
Chena River Escapement,,,2006,07/27,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2006,07/28,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,2006,07/29,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2006,07/30,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2006,07/31,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2006,08/01,Chena River,Chinook,42,42,Single Run
Chena River Escapement,,,2006,08/02,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2006,08/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,08/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2006,08/05,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2006,08/06,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2007,06/28,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2007,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2007,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2007,07/01,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2007,07/02,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2007,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2007,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2007,07/05,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2007,07/06,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2007,07/07,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2007,07/08,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2007,07/09,Chena River,Chinook,120,120,Single Run
Chena River Escapement,,,2007,07/10,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2007,07/11,Chena River,Chinook,122,122,Single Run
Chena River Escapement,,,2007,07/12,Chena River,Chinook,48,48,Single Run
Chena River Escapement,,,2007,07/13,Chena River,Chinook,192,192,Single Run
Chena River Escapement,,,2007,07/14,Chena River,Chinook,174,174,Single Run
Chena River Escapement,,,2007,07/15,Chena River,Chinook,216,216,Single Run
Chena River Escapement,,,2007,07/16,Chena River,Chinook,186,186,Single Run
Chena River Escapement,,,2007,07/17,Chena River,Chinook,378,378,Single Run
Chena River Escapement,,,2007,07/18,Chena River,Chinook,318,318,Single Run
Chena River Escapement,,,2007,07/19,Chena River,Chinook,174,174,Single Run
Chena River Escapement,,,2007,07/20,Chena River,Chinook,366,366,Single Run
Chena River Escapement,,,2007,07/21,Chena River,Chinook,210,210,Single Run
Chena River Escapement,,,2007,07/22,Chena River,Chinook,156,156,Single Run
Chena River Escapement,,,2007,07/23,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,2007,07/24,Chena River,Chinook,162,162,Single Run
Chena River Escapement,,,2007,07/25,Chena River,Chinook,137,137,Single Run
Chena River Escapement,,,2007,07/26,Chena River,Chinook,120,120,Single Run
Chena River Escapement,,,2007,07/27,Chena River,Chinook,114,114,Single Run
Chena River Escapement,,,2007,07/28,Chena River,Chinook,91,91,Single Run
Chena River Escapement,,,2007,07/29,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2007,07/30,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,2007,07/31,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2007,08/01,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2007,08/02,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2007,08/03,Chena River,Chinook,-12,-12,Single Run
Chena River Escapement,,,2007,08/04,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2008,06/30,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2008,07/01,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2008,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2008,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2008,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2008,07/05,Chena River,Chinook,20,20,Single Run
Chena River Escapement,,,2008,07/06,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2008,07/07,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,2008,07/08,Chena River,Chinook,138,138,Single Run
Chena River Escapement,,,2008,07/09,Chena River,Chinook,102,102,Single Run
Chena River Escapement,,,2008,07/10,Chena River,Chinook,66,66,Single Run
Chena River Escapement,,,2008,07/11,Chena River,Chinook,147,147,Single Run
Chena River Escapement,,,2008,07/12,Chena River,Chinook,315,315,Single Run
Chena River Escapement,,,2008,07/13,Chena River,Chinook,456,456,Single Run
Chena River Escapement,,,2008,07/14,Chena River,Chinook,387,387,Single Run
Chena River Escapement,,,2008,07/15,Chena River,Chinook,101,101,Single Run
Chena River Escapement,,,2008,07/16,Chena River,Chinook,153,153,Single Run
Chena River Escapement,,,2008,07/17,Chena River,Chinook,213,213,Single Run
Chena River Escapement,,,2008,07/18,Chena River,Chinook,165,165,Single Run
Chena River Escapement,,,2008,07/19,Chena River,Chinook,63,63,Single Run
Chena River Escapement,,,2008,07/20,Chena River,Chinook,177,177,Single Run
Chena River Escapement,,,2008,07/21,Chena River,Chinook,93,93,Single Run
Chena River Escapement,,,2008,07/22,Chena River,Chinook,107,107,Single Run
Chena River Escapement,,,2008,07/23,Chena River,Chinook,77,77,Single Run
Chena River Escapement,,,2008,07/24,Chena River,Chinook,50,50,Single Run
Chena River Escapement,,,2008,07/25,Chena River,Chinook,87,87,Single Run
Chena River Escapement,,,2008,07/26,Chena River,Chinook,34,34,Single Run
Chena River Escapement,,,2008,07/27,Chena River,Chinook,51,51,Single Run
Chena River Escapement,,,2008,07/28,Chena River,Chinook,13,13,Single Run
Chena River Escapement,,,2009,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2009,07/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2009,07/06,Chena River,Chinook,30,30,Single Run
Chena River Escapement,,,2009,07/07,Chena River,Chinook,48,48,Single Run
Chena River Escapement,,,2009,07/08,Chena River,Chinook,84,84,Single Run
Chena River Escapement,,,2009,07/09,Chena River,Chinook,105,105,Single Run
Chena River Escapement,,,2009,07/10,Chena River,Chinook,69,69,Single Run
Chena River Escapement,,,2009,07/11,Chena River,Chinook,165,165,Single Run
Chena River Escapement,,,2009,07/12,Chena River,Chinook,264,264,Single Run
Chena River Escapement,,,2009,07/13,Chena River,Chinook,306,306,Single Run
Chena River Escapement,,,2009,07/14,Chena River,Chinook,258,258,Single Run
Chena River Escapement,,,2009,07/15,Chena River,Chinook,480,480,Single Run
Chena River Escapement,,,2009,07/16,Chena River,Chinook,237,237,Single Run
Chena River Escapement,,,2009,07/17,Chena River,Chinook,162,162,Single Run
Chena River Escapement,,,2009,07/18,Chena River,Chinook,294,294,Single Run
Chena River Escapement,,,2009,07/19,Chena River,Chinook,474,474,Single Run
Chena River Escapement,,,2009,07/20,Chena River,Chinook,438,438,Single Run
Chena River Escapement,,,2009,07/21,Chena River,Chinook,267,267,Single Run
Chena River Escapement,,,2009,07/22,Chena River,Chinook,411,411,Single Run
Chena River Escapement,,,2009,07/23,Chena River,Chinook,258,258,Single Run
Chena River Escapement,,,2009,07/24,Chena River,Chinook,141,141,Single Run
Chena River Escapement,,,2009,07/25,Chena River,Chinook,75,75,Single Run
Chena River Escapement,,,2009,07/26,Chena River,Chinook,231,231,Single Run
Chena River Escapement,,,2009,07/27,Chena River,Chinook,153,153,Single Run
Chena River Escapement,,,2009,07/28,Chena River,Chinook,135,135,Single Run
Chena River Escapement,,,2009,07/29,Chena River,Chinook,39,39,Single Run
Chena River Escapement,,,2009,07/30,Chena River,Chinook,39,39,Single Run
Chena River Escapement,,,2009,07/31,Chena River,Chinook,39,39,Single Run
Chena River Escapement,,,2009,08/01,Chena River,Chinook,21,21,Single Run
Chena River Escapement,,,2009,08/02,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2009,08/03,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,2009,08/04,Chena River,Chinook,-12,-12,Single Run
Chena River Escapement,,,2009,08/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2009,08/06,Chena River,Chinook,3,3,Single Run
Chena River Escapement,,,2009,08/07,Chena River,Chinook,-3,-3,Single Run
Chena River Escapement,,,2009,08/08,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,06/28,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,06/29,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,06/30,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,07/01,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,07/02,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,07/03,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,07/04,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,07/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2010,07/06,Chena River,Chinook,8,8,Single Run
Chena River Escapement,,,2010,07/07,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2010,07/08,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2010,07/09,Chena River,Chinook,21,21,Single Run
Chena River Escapement,,,2010,07/10,Chena River,Chinook,15,15,Single Run
Chena River Escapement,,,2010,07/11,Chena River,Chinook,12,12,Single Run
Chena River Escapement,,,2010,07/12,Chena River,Chinook,114,114,Single Run
Chena River Escapement,,,2010,07/13,Chena River,Chinook,54,54,Single Run
Chena River Escapement,,,2010,07/14,Chena River,Chinook,84,84,Single Run
Chena River Escapement,,,2010,07/15,Chena River,Chinook,141,141,Single Run
Chena River Escapement,,,2010,07/16,Chena River,Chinook,66,66,Single Run
Chena River Escapement,,,2010,07/17,Chena River,Chinook,129,129,Single Run
Chena River Escapement,,,2010,07/18,Chena River,Chinook,174,174,Single Run
Chena River Escapement,,,2010,07/19,Chena River,Chinook,228,228,Single Run
Chena River Escapement,,,2010,07/20,Chena River,Chinook,186,186,Single Run
Chena River Escapement,,,2010,07/21,Chena River,Chinook,143,143,Single Run
Chena River Escapement,,,2010,07/22,Chena River,Chinook,204,204,Single Run
Chena River Escapement,,,2010,07/23,Chena River,Chinook,168,168,Single Run
Chena River Escapement,,,2010,07/24,Chena River,Chinook,101,101,Single Run
Chena River Escapement,,,2010,07/25,Chena River,Chinook,111,111,Single Run
Chena River Escapement,,,2010,07/26,Chena River,Chinook,112,112,Single Run
Chena River Escapement,,,2010,07/27,Chena River,Chinook,105,105,Single Run
Chena River Escapement,,,2010,07/28,Chena River,Chinook,48,48,Single Run
Chena River Escapement,,,2010,07/29,Chena River,Chinook,45,45,Single Run
Chena River Escapement,,,2010,07/30,Chena River,Chinook,27,27,Single Run
Chena River Escapement,,,2010,07/31,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2010,08/01,Chena River,Chinook,21,21,Single Run
Chena River Escapement,,,2010,08/02,Chena River,Chinook,11,11,Single Run
Chena River Escapement,,,2010,08/03,Chena River,Chinook,15,15,Single Run
Chena River Escapement,,,2010,08/04,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2010,08/05,Chena River,Chinook,-9,-9,Single Run
Chena River Escapement,,,2010,08/06,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2010,08/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/06,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/08,Chena River,Chinook,3,3,Single Run
Chena River Escapement,,,2012,07/09,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/10,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/11,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2012,07/12,Chena River,Chinook,27,27,Single Run
Chena River Escapement,,,2012,07/13,Chena River,Chinook,33,33,Single Run
Chena River Escapement,,,2012,07/14,Chena River,Chinook,39,39,Single Run
Chena River Escapement,,,2012,07/15,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,2012,07/16,Chena River,Chinook,125,125,Single Run
Chena River Escapement,,,2012,07/17,Chena River,Chinook,102,102,Single Run
Chena River Escapement,,,2012,07/18,Chena River,Chinook,150,150,Single Run
Chena River Escapement,,,2012,07/19,Chena River,Chinook,99,99,Single Run
Chena River Escapement,,,2012,07/20,Chena River,Chinook,90,90,Single Run
Chena River Escapement,,,2012,07/21,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/22,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/23,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/24,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/25,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2012,07/26,Chena River,Chinook,1133,1133,Single Run
Chena River Escapement,,,2012,07/27,Chena River,Chinook,66,66,Single Run
Chena River Escapement,,,2012,07/28,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2012,07/29,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,2012,07/30,Chena River,Chinook,60,60,Single Run
Chena River Escapement,,,2012,07/31,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2012,08/01,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2012,08/02,Chena River,Chinook,3,3,Single Run
Chena River Escapement,,,2012,08/03,Chena River,Chinook,10,10,Single Run
Chena River Escapement,,,2012,08/04,Chena River,Chinook,-6,-6,Single Run
Chena River Escapement,,,2012,08/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,07/09,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,07/10,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,07/11,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,07/12,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,07/13,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,07/14,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,07/15,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2013,07/16,Chena River,Chinook,93,93,Single Run
Chena River Escapement,,,2013,07/17,Chena River,Chinook,81,81,Single Run
Chena River Escapement,,,2013,07/18,Chena River,Chinook,99,99,Single Run
Chena River Escapement,,,2013,07/19,Chena River,Chinook,309,309,Single Run
Chena River Escapement,,,2013,07/20,Chena River,Chinook,108,108,Single Run
Chena River Escapement,,,2013,07/21,Chena River,Chinook,122,122,Single Run
Chena River Escapement,,,2013,07/22,Chena River,Chinook,150,150,Single Run
Chena River Escapement,,,2013,07/23,Chena River,Chinook,191,191,Single Run
Chena River Escapement,,,2013,07/24,Chena River,Chinook,221,221,Single Run
Chena River Escapement,,,2013,07/25,Chena River,Chinook,231,231,Single Run
Chena River Escapement,,,2013,07/26,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2013,07/27,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,2013,07/28,Chena River,Chinook,18,18,Single Run
Chena River Escapement,,,2013,07/29,Chena River,Chinook,72,72,Single Run
Chena River Escapement,,,2013,07/30,Chena River,Chinook,36,36,Single Run
Chena River Escapement,,,2013,07/31,Chena River,Chinook,3,3,Single Run
Chena River Escapement,,,2013,08/01,Chena River,Chinook,12,12,Single Run
Chena River Escapement,,,2013,08/02,Chena River,Chinook,-3,-3,Single Run
Chena River Escapement,,,2013,08/03,Chena River,Chinook,3,3,Single Run
Chena River Escapement,,,2013,08/04,Chena River,Chinook,6,6,Single Run
Chena River Escapement,,,2013,08/05,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,08/06,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,08/07,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2013,08/08,Chena River,Chinook,0,0,Single Run
Chena River Escapement,,,2014,07/10,Chena River,Chinook,11,11,Single Run
Chena River Escapement,,,2014,07/11,Chena River,Chinook,3,3,Single Run
Chena River Escapement,,,2014,07/12,Chena River,Chinook,5,5,Single Run
Chena River Escapement,,,2014,07/13,Chena River,Chinook,85,85,Single Run
Chena River Escapement,,,2014,07/14,Chena River,Chinook,319,319,Single Run
Chena River Escapement,,,2014,07/15,Chena River,Chinook,361,361,Single Run
Chena River Escapement,,,2014,07/16,Chena River,Chinook,203,203,Single Run
Chena River Escapement,,,2014,07/17,Chena River,Chinook,101,101,Single Run
Chena River Escapement,,,2014,07/18,Chena River,Chinook,145,145,Single Run
Chena River Escapement,,,2014,07/19,Chena River,Chinook,435,435,Single Run
Chena River Escapement,,,2014,07/20,Chena River,Chinook,489,489,Single Run
Chena River Escapement,,,2014,07/21,Chena River,Chinook,490,490,Single Run
Chena River Escapement,,,2014,07/22,Chena River,Chinook,952,952,Single Run
Chena River Escapement,,,2014,07/23,Chena River,Chinook,758,758,Single Run
Chena River Escapement,,,2014,07/24,Chena River,Chinook,599,599,Single Run
Chena River Escapement,,,2014,07/25,Chena River,Chinook,453,453,Single Run
Chena River Escapement,,,2014,07/26,Chena River,Chinook,482,482,Single Run
Chena River Escapement,,,2014,07/27,Chena River,Chinook,327,327,Single Run
Chena River Escapement,,,2014,07/28,Chena River,Chinook,263,263,Single Run
Chena River Escapement,,,2014,07/29,Chena River,Chinook,318,318,Single Run
Chena River Escapement,,,2014,07/30,Chena River,Chinook,185,185,Single Run
Chena River Escapement,,,2014,07/31,Chena River,Chinook,104,104,Single Run
Chena River Escapement,,,2014,08/01,Chena River,Chinook,94,94,Single Run
Chena River Escapement,,,2014,08/02,Chena River,Chinook,9,9,Single Run
Chena River Escapement,,,2015,06/30,Chena River,Chinook,12,12,Single Run
Chena River Escapement,,,2015,07/01,Chena River,Chinook,3,3,Single Run
Chena River Escapement,,,2015,07/02,Chena River,Chinook,24,24,Single Run
Chena River Escapement,,,2015,07/03,Chena River,Chinook,10,10,Single Run
Chena River Escapement,,,2015,07/04,Chena River,Chinook,39,39,Single Run
Chena River Escapement,,,2015,07/05,Chena River,Chinook,78,78,Single Run
Chena River Escapement,,,2015,07/06,Chena River,Chinook,116,116,Single Run
Chena River Escapement,,,2015,07/07,Chena River,Chinook,197,197,Single Run
Chena River Escapement,,,2015,07/08,Chena River,Chinook,63,63,Single Run
Chena River Escapement,,,2015,07/09,Chena River,Chinook,159,159,Single Run
Chena River Escapement,,,2015,07/10,Chena River,Chinook,167,167,Single Run
Chena River Escapement,,,2015,07/11,Chena River,Chinook,69,69,Single Run
Chena River Escapement,,,2015,07/12,Chena River,Chinook,393,393,Single Run
Chena River Escapement,,,2015,07/13,Chena River,Chinook,487,487,Single Run
Chena River Escapement,,,2015,07/14,Chena River,Chinook,519,519,Single Run
Chena River Escapement,,,2015,07/15,Chena River,Chinook,465,465,Single Run
Chena River Escapement,,,2015,07/16,Chena River,Chinook,459,459,Single Run
Chena River Escapement,,,2015,07/17,Chena River,Chinook,354,354,Single Run
Chena River Escapement,,,2015,07/18,Chena River,Chinook,336,336,Single Run
Chena River Escapement,,,2015,07/19,Chena River,Chinook,183,183,Single Run
Chena River Escapement,,,2015,07/20,Chena River,Chinook,127,127,Single Run
Chena River Escapement,,,2015,07/21,Chena River,Chinook,89,89,Single Run
Chena River Escapement,,,2015,07/22,Chena River,Chinook,86,86,Single Run
Chena River Escapement,,,2015,07/23,Chena River,Chinook,84,84,Single Run
Chena River Escapement,,,2015,07/24,Chena River,Chinook,148,148,Single Run
Chena River Escapement,,,2015,07/25,Chena River,Chinook,137,137,Single Run
Chena River Escapement,,,2015,07/26,Chena River,Chinook,57,57,Single Run
Chena River Escapement,,,2015,07/27,Chena River,Chinook,185,185,Single Run
Chena River Escapement,,,2015,07/28,Chena River,Chinook,304,304,Single Run
