Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count,Run
Andreafsky River (East Fork) Escapement,,,1997,07/31,Andreafsky River (East Fork),Chinook,2,2,Single Run
Andreafsky River (East Fork) Escapement,,,1997,08/01,Andreafsky River (East Fork),Chinook,259,259,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/23,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/24,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/25,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/26,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/27,Andreafsky River (East Fork),Chinook,1,1,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/28,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/29,Andreafsky River (East Fork),Chinook,10,10,Single Run
Andreafsky River (East Fork) Escapement,,,1998,06/30,Andreafsky River (East Fork),Chinook,34,34,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/01,Andreafsky River (East Fork),Chinook,93,93,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/02,Andreafsky River (East Fork),Chinook,17,17,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/03,Andreafsky River (East Fork),Chinook,36,36,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/04,Andreafsky River (East Fork),Chinook,75,75,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/05,Andreafsky River (East Fork),Chinook,336,336,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/06,Andreafsky River (East Fork),Chinook,373,373,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/07,Andreafsky River (East Fork),Chinook,386,386,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/08,Andreafsky River (East Fork),Chinook,204,204,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/09,Andreafsky River (East Fork),Chinook,129,129,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/10,Andreafsky River (East Fork),Chinook,167,167,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/11,Andreafsky River (East Fork),Chinook,255,255,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/12,Andreafsky River (East Fork),Chinook,138,138,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/13,Andreafsky River (East Fork),Chinook,62,62,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/14,Andreafsky River (East Fork),Chinook,61,61,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/15,Andreafsky River (East Fork),Chinook,91,91,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/16,Andreafsky River (East Fork),Chinook,197,197,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/17,Andreafsky River (East Fork),Chinook,263,263,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/18,Andreafsky River (East Fork),Chinook,184,184,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/19,Andreafsky River (East Fork),Chinook,240,240,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/20,Andreafsky River (East Fork),Chinook,67,67,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/21,Andreafsky River (East Fork),Chinook,129,129,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/22,Andreafsky River (East Fork),Chinook,117,117,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/23,Andreafsky River (East Fork),Chinook,57,57,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/24,Andreafsky River (East Fork),Chinook,66,66,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/25,Andreafsky River (East Fork),Chinook,12,12,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/26,Andreafsky River (East Fork),Chinook,8,8,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/27,Andreafsky River (East Fork),Chinook,8,8,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/28,Andreafsky River (East Fork),Chinook,11,11,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/29,Andreafsky River (East Fork),Chinook,23,23,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/30,Andreafsky River (East Fork),Chinook,31,31,Single Run
Andreafsky River (East Fork) Escapement,,,1998,07/31,Andreafsky River (East Fork),Chinook,17,17,Single Run
Andreafsky River (East Fork) Escapement,,,1998,08/01,Andreafsky River (East Fork),Chinook,136,136,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/17,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/18,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/19,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/20,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/21,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/22,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/23,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/24,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/25,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/26,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/27,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/28,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/29,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,06/30,Andreafsky River (East Fork),Chinook,47,47,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/01,Andreafsky River (East Fork),Chinook,19,19,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/02,Andreafsky River (East Fork),Chinook,9,9,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/03,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/04,Andreafsky River (East Fork),Chinook,12,12,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/05,Andreafsky River (East Fork),Chinook,97,97,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/06,Andreafsky River (East Fork),Chinook,42,42,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/07,Andreafsky River (East Fork),Chinook,114,114,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/08,Andreafsky River (East Fork),Chinook,197,197,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/09,Andreafsky River (East Fork),Chinook,216,216,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/10,Andreafsky River (East Fork),Chinook,256,256,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/11,Andreafsky River (East Fork),Chinook,507,507,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/12,Andreafsky River (East Fork),Chinook,214,214,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/13,Andreafsky River (East Fork),Chinook,331,331,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/14,Andreafsky River (East Fork),Chinook,97,97,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/15,Andreafsky River (East Fork),Chinook,22,22,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/16,Andreafsky River (East Fork),Chinook,33,33,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/17,Andreafsky River (East Fork),Chinook,75,75,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/18,Andreafsky River (East Fork),Chinook,63,63,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/19,Andreafsky River (East Fork),Chinook,65,65,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/20,Andreafsky River (East Fork),Chinook,302,302,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/21,Andreafsky River (East Fork),Chinook,55,55,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/22,Andreafsky River (East Fork),Chinook,67,67,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/23,Andreafsky River (East Fork),Chinook,15,15,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/24,Andreafsky River (East Fork),Chinook,54,54,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/25,Andreafsky River (East Fork),Chinook,24,24,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/26,Andreafsky River (East Fork),Chinook,5,5,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/27,Andreafsky River (East Fork),Chinook,34,34,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/28,Andreafsky River (East Fork),Chinook,6,6,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/29,Andreafsky River (East Fork),Chinook,159,159,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/30,Andreafsky River (East Fork),Chinook,80,80,Single Run
Andreafsky River (East Fork) Escapement,,,1999,07/31,Andreafsky River (East Fork),Chinook,59,59,Single Run
Andreafsky River (East Fork) Escapement,,,1999,08/01,Andreafsky River (East Fork),Chinook,168,168,Single Run
Andreafsky River (East Fork) Escapement,,,2000,06/30,Andreafsky River (East Fork),Chinook,9,9,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/01,Andreafsky River (East Fork),Chinook,16,16,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/02,Andreafsky River (East Fork),Chinook,39,39,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/03,Andreafsky River (East Fork),Chinook,89,89,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/04,Andreafsky River (East Fork),Chinook,74,74,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/05,Andreafsky River (East Fork),Chinook,38,38,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/06,Andreafsky River (East Fork),Chinook,407,407,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/07,Andreafsky River (East Fork),Chinook,18,18,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/08,Andreafsky River (East Fork),Chinook,71,71,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/09,Andreafsky River (East Fork),Chinook,17,17,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/10,Andreafsky River (East Fork),Chinook,30,30,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/11,Andreafsky River (East Fork),Chinook,57,57,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/12,Andreafsky River (East Fork),Chinook,35,35,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/13,Andreafsky River (East Fork),Chinook,55,55,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/14,Andreafsky River (East Fork),Chinook,18,18,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/15,Andreafsky River (East Fork),Chinook,90,90,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/16,Andreafsky River (East Fork),Chinook,76,76,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/17,Andreafsky River (East Fork),Chinook,62,62,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/18,Andreafsky River (East Fork),Chinook,48,48,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/19,Andreafsky River (East Fork),Chinook,34,34,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/20,Andreafsky River (East Fork),Chinook,22,22,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/21,Andreafsky River (East Fork),Chinook,12,12,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/22,Andreafsky River (East Fork),Chinook,21,21,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/23,Andreafsky River (East Fork),Chinook,6,6,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/24,Andreafsky River (East Fork),Chinook,11,11,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/25,Andreafsky River (East Fork),Chinook,10,10,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/26,Andreafsky River (East Fork),Chinook,9,9,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/27,Andreafsky River (East Fork),Chinook,7,7,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/28,Andreafsky River (East Fork),Chinook,3,3,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/29,Andreafsky River (East Fork),Chinook,57,57,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/30,Andreafsky River (East Fork),Chinook,4,4,Single Run
Andreafsky River (East Fork) Escapement,,,2000,07/31,Andreafsky River (East Fork),Chinook,20,20,Single Run
Andreafsky River (East Fork) Escapement,,,2000,08/01,Andreafsky River (East Fork),Chinook,144,144,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/15,Andreafsky River (East Fork),Chinook,169,169,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/16,Andreafsky River (East Fork),Chinook,87,87,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/17,Andreafsky River (East Fork),Chinook,41,41,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/18,Andreafsky River (East Fork),Chinook,196,196,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/19,Andreafsky River (East Fork),Chinook,71,71,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/20,Andreafsky River (East Fork),Chinook,107,107,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/21,Andreafsky River (East Fork),Chinook,175,175,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/22,Andreafsky River (East Fork),Chinook,66,66,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/23,Andreafsky River (East Fork),Chinook,15,15,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/24,Andreafsky River (East Fork),Chinook,5,5,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/25,Andreafsky River (East Fork),Chinook,17,17,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/26,Andreafsky River (East Fork),Chinook,7,7,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/27,Andreafsky River (East Fork),Chinook,17,17,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/28,Andreafsky River (East Fork),Chinook,10,10,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/29,Andreafsky River (East Fork),Chinook,41,41,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/30,Andreafsky River (East Fork),Chinook,16,16,Single Run
Andreafsky River (East Fork) Escapement,,,2001,07/31,Andreafsky River (East Fork),Chinook,11,11,Single Run
Andreafsky River (East Fork) Escapement,,,2001,08/01,Andreafsky River (East Fork),Chinook,97,97,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/19,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/20,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/21,Andreafsky River (East Fork),Chinook,1,1,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/22,Andreafsky River (East Fork),Chinook,20,20,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/23,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/24,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/25,Andreafsky River (East Fork),Chinook,3,3,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/26,Andreafsky River (East Fork),Chinook,1,1,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/27,Andreafsky River (East Fork),Chinook,26,26,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/28,Andreafsky River (East Fork),Chinook,314,314,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/29,Andreafsky River (East Fork),Chinook,119,119,Single Run
Andreafsky River (East Fork) Escapement,,,2002,06/30,Andreafsky River (East Fork),Chinook,27,27,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/01,Andreafsky River (East Fork),Chinook,319,319,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/02,Andreafsky River (East Fork),Chinook,105,105,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/03,Andreafsky River (East Fork),Chinook,230,230,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/04,Andreafsky River (East Fork),Chinook,5,5,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/05,Andreafsky River (East Fork),Chinook,20,20,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/06,Andreafsky River (East Fork),Chinook,356,356,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/07,Andreafsky River (East Fork),Chinook,307,307,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/08,Andreafsky River (East Fork),Chinook,130,130,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/09,Andreafsky River (East Fork),Chinook,178,178,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/10,Andreafsky River (East Fork),Chinook,191,191,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/11,Andreafsky River (East Fork),Chinook,264,264,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/12,Andreafsky River (East Fork),Chinook,166,166,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/13,Andreafsky River (East Fork),Chinook,191,191,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/14,Andreafsky River (East Fork),Chinook,158,158,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/15,Andreafsky River (East Fork),Chinook,140,140,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/16,Andreafsky River (East Fork),Chinook,210,210,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/17,Andreafsky River (East Fork),Chinook,119,119,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/18,Andreafsky River (East Fork),Chinook,94,94,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/19,Andreafsky River (East Fork),Chinook,75,75,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/20,Andreafsky River (East Fork),Chinook,50,50,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/21,Andreafsky River (East Fork),Chinook,29,29,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/22,Andreafsky River (East Fork),Chinook,12,12,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/23,Andreafsky River (East Fork),Chinook,32,32,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/24,Andreafsky River (East Fork),Chinook,16,16,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/25,Andreafsky River (East Fork),Chinook,7,7,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/26,Andreafsky River (East Fork),Chinook,3,3,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/27,Andreafsky River (East Fork),Chinook,6,6,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/28,Andreafsky River (East Fork),Chinook,3,3,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/29,Andreafsky River (East Fork),Chinook,4,4,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/30,Andreafsky River (East Fork),Chinook,2,2,Single Run
Andreafsky River (East Fork) Escapement,,,2002,07/31,Andreafsky River (East Fork),Chinook,46,46,Single Run
Andreafsky River (East Fork) Escapement,,,2002,08/01,Andreafsky River (East Fork),Chinook,144,144,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/19,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/20,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/21,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/22,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/23,Andreafsky River (East Fork),Chinook,4,4,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/24,Andreafsky River (East Fork),Chinook,2,2,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/25,Andreafsky River (East Fork),Chinook,7,7,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/26,Andreafsky River (East Fork),Chinook,3,3,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/27,Andreafsky River (East Fork),Chinook,12,12,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/28,Andreafsky River (East Fork),Chinook,19,19,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/29,Andreafsky River (East Fork),Chinook,4,4,Single Run
Andreafsky River (East Fork) Escapement,,,2003,06/30,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/01,Andreafsky River (East Fork),Chinook,176,176,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/02,Andreafsky River (East Fork),Chinook,295,295,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/03,Andreafsky River (East Fork),Chinook,22,22,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/04,Andreafsky River (East Fork),Chinook,6,6,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/05,Andreafsky River (East Fork),Chinook,83,83,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/06,Andreafsky River (East Fork),Chinook,136,136,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/07,Andreafsky River (East Fork),Chinook,336,336,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/08,Andreafsky River (East Fork),Chinook,469,469,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/09,Andreafsky River (East Fork),Chinook,823,823,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/10,Andreafsky River (East Fork),Chinook,48,48,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/11,Andreafsky River (East Fork),Chinook,107,107,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/12,Andreafsky River (East Fork),Chinook,345,345,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/13,Andreafsky River (East Fork),Chinook,311,311,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/14,Andreafsky River (East Fork),Chinook,340,340,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/15,Andreafsky River (East Fork),Chinook,2,2,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/16,Andreafsky River (East Fork),Chinook,7,7,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/17,Andreafsky River (East Fork),Chinook,25,25,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/18,Andreafsky River (East Fork),Chinook,235,235,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/19,Andreafsky River (East Fork),Chinook,158,158,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/20,Andreafsky River (East Fork),Chinook,28,28,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/21,Andreafsky River (East Fork),Chinook,10,10,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/22,Andreafsky River (East Fork),Chinook,2,2,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/23,Andreafsky River (East Fork),Chinook,23,23,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/24,Andreafsky River (East Fork),Chinook,58,58,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/25,Andreafsky River (East Fork),Chinook,31,31,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/26,Andreafsky River (East Fork),Chinook,4,4,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/27,Andreafsky River (East Fork),Chinook,22,22,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/28,Andreafsky River (East Fork),Chinook,108,108,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/29,Andreafsky River (East Fork),Chinook,28,28,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/30,Andreafsky River (East Fork),Chinook,4,4,Single Run
Andreafsky River (East Fork) Escapement,,,2003,07/31,Andreafsky River (East Fork),Chinook,0,0,Single Run
Andreafsky River (East Fork) Escapement,,,2003,08/01,Andreafsky River (East Fork),Chinook,43,43,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/23,Andreafsky River (East Fork),Chinook,67,67,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/24,Andreafsky River (East Fork),Chinook,26,26,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/25,Andreafsky River (East Fork),Chinook,15,15,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/26,Andreafsky River (East Fork),Chinook,55,55,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/27,Andreafsky River (East Fork),Chinook,181,181,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/28,Andreafsky River (East Fork),Chinook,534,534,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/29,Andreafsky River (East Fork),Chinook,290,290,Single Run
Andreafsky River (East Fork) Escapement,,,2004,06/30,Andreafsky River (East Fork),Chinook,461,461,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/01,Andreafsky River (East Fork),Chinook,582,582,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/02,Andreafsky River (East Fork),Chinook,25,25,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/03,Andreafsky River (East Fork),Chinook,375,375,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/04,Andreafsky River (East Fork),Chinook,353,353,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/05,Andreafsky River (East Fork),Chinook,263,263,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/06,Andreafsky River (East Fork),Chinook,1187,1187,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/07,Andreafsky River (East Fork),Chinook,878,878,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/08,Andreafsky River (East Fork),Chinook,463,463,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/09,Andreafsky River (East Fork),Chinook,503,503,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/10,Andreafsky River (East Fork),Chinook,368,368,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/11,Andreafsky River (East Fork),Chinook,122,122,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/12,Andreafsky River (East Fork),Chinook,315,315,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/13,Andreafsky River (East Fork),Chinook,106,106,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/14,Andreafsky River (East Fork),Chinook,105,105,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/15,Andreafsky River (East Fork),Chinook,53,53,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/16,Andreafsky River (East Fork),Chinook,58,58,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/17,Andreafsky River (East Fork),Chinook,54,54,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/18,Andreafsky River (East Fork),Chinook,29,29,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/19,Andreafsky River (East Fork),Chinook,40,40,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/20,Andreafsky River (East Fork),Chinook,57,57,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/21,Andreafsky River (East Fork),Chinook,40,40,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/22,Andreafsky River (East Fork),Chinook,13,13,Single Run
Andreafsky River (East Fork) Escapement,,,2004,07/23,Andreafsky River (East Fork),Chinook,17,17,Single Run
